219,146,35,14
218,146,34,15
212,149,36,13
210,146,36,18
209,145,35,17
208,147,35,17
206,147,36,15
208,147,34,18
208,148,38,15
212,148,37,16
215,148,37,15
217,148,37,16
219,150,36,15
224,149,33,15
228,148,34,16
225,147,39,16
232,147,33,16
233,147,31,14
233,146,35,16
237,147,35,16
236,146,38,17
237,146,38,16
240,146,34,14
240,147,33,13
238,146,34,16
235,146,36,15
232,144,36,17
228,145,38,18
229,146,35,16
224,147,36,15
226,145,33,17
224,145,32,18
226,146,30,15
226,146,27,17
222,144,31,17
222,146,30,17
222,146,31,16
222,145,30,18
225,147,25,16
226,145,26,17
228,146,23,17
229,147,20,15
232,144,21,17
233,145,20,17
238,145,19,17
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
212,123,14,12
207,124,18,14
209,124,19,13
208,124,21,13
208,125,23,14
209,125,21,14
210,125,24,15
211,125,23,15
210,126,27,15
212,126,27,13
211,127,29,14
212,127,29,15
214,127,27,13
213,128,29,15
215,127,27,16
214,130,31,15
214,129,31,15
215,129,31,17
216,130,31,15
214,131,32,14
211,130,31,16
208,130,35,17
207,131,30,15
205,131,30,16
201,132,31,17
196,132,34,17
193,133,35,15
192,133,34,16
188,134,34,17
186,135,33,15
181,133,38,17
179,135,38,16
176,134,35,17
173,136,33,17
171,137,35,16
172,135,34,16
171,137,35,15
170,135,36,18
168,136,39,16
172,139,36,15
172,138,38,16
177,137,36,17
182,137,35,17
187,137,36,17
189,140,36,15
192,138,35,18
196,138,34,18
200,138,32,16
203,137,35,16
208,136,34,19
211,137,35,16
214,136,37,17
220,139,34,15
220,137,37,16
221,135,37,17
220,135,36,18
221,136,37,17
218,137,38,14
218,136,37,16
219,136,36,16
216,135,38,18
215,137,36,16
213,135,37,17
215,135,35,18
211,135,37,19
211,137,38,17
209,137,35,17
209,136,38,16
209,136,35,16
210,135,37,17
211,136,37,16
211,134,35,18
212,133,35,17
211,135,36,16
211,135,40,16
212,136,38,15
214,135,35,16
212,134,39,16
214,135,37,16
215,133,37,16
214,133,38,17
213,133,37,16
214,134,37,16
214,134,37,16
215,134,36,15
215,132,36,17
216,133,39,16
218,133,36,15
218,132,38,17
216,133,37,16
218,134,37,14
219,133,37,15
219,133,37,16
219,134,37,16
218,133,40,16
219,131,38,17
218,131,38,18
218,133,40,15
221,131,37,18
220,130,37,18
220,131,36,17
219,131,40,17
221,130,38,19
220,130,38,18
221,131,38,16
221,128,37,18
220,131,37,15
220,131,37,16
220,131,36,17
218,130,38,17
218,130,39,18
219,130,37,17
219,128,38,18
217,129,39,17
218,129,38,17
216,128,39,18
219,129,36,16
216,127,38,18
216,129,37,17
217,129,36,16
216,127,38,17
215,126,37,19
212,127,40,18
216,127,36,17
215,126,35,19
213,127,37,16
213,126,37,17
212,127,38,16
212,125,37,19
211,128,35,17
210,127,34,16
210,127,35,15
210,126,32,15
208,127,32,15
206,127,33,15
205,124,35,16
204,127,36,14
203,128,35,12
200,126,38,14
203,126,32,13
199,126,37,13
199,126,35,14
199,125,35,15
195,124,35,17
196,124,33,15
195,125,34,16
194,124,33,15
190,126,37,13
190,124,35,15
191,122,34,18
188,123,35,15
186,123,35,15
187,124,36,14
185,124,36,15
187,121,35,16
188,123,34,15
186,124,36,15
188,123,34,15
188,121,36,16
183,121,40,15
187,121,36,15
187,120,36,17
188,120,36,16
189,120,36,16
189,119,36,18
189,119,36,18
189,120,37,15
190,119,37,15
191,118,35,18
192,119,34,14
191,119,35,16
192,118,34,15
193,116,35,18
190,118,36,15
191,118,36,16
191,118,37,15
192,117,37,16
194,116,33,17
193,117,37,16
193,117,35,16
193,117,37,15
193,116,34,16
191,115,37,15
190,117,38,14
190,114,37,16
191,116,36,15
189,113,38,16
191,115,35,14
190,115,35,15
192,113,32,14
190,113,34,16
189,112,34,15
188,113,35,15
187,113,35,15
189,113,34,14
188,112,33,15
186,113,36,16
185,113,34,15
186,113,34,15
184,112,37,16
183,114,34,14
184,113,33,14
180,112,37,17
184,112,32,14
181,113,35,14
181,111,36,16
182,110,33,19
180,110,35,19
180,110,34,18
179,110,34,21
180,110,33,19
179,109,35,18
180,110,31,17
178,107,37,20
178,108,34,18
175,107,39,17
176,104,34,21
174,106,35,18
174,104,33,20
172,104,35,19
173,103,33,17
171,103,32,14
169,100,34,19
169,99,33,18
169,99,33,17
167,97,34,16
167,97,32,16
167,95,30,17
168,94,30,18
165,93,31,19
165,94,31,15
164,92,33,18
165,90,32,17
164,89,32,17
164,90,29,15
163,88,32,18
166,86,29,18
166,86,29,19
165,85,32,17
163,84,31,19
165,84,31,16
164,82,32,17
165,81,33,18
165,81,28,17
166,80,28,18
164,79,31,19
166,77,29,21
163,76,32,20
164,73,29,23
161,74,30,26
159,73,27,28
160,72,28,26
159,75,24,22
157,74,30,21
156,74,27,22
155,71,26,24
156,74,25,18
152,72,26,21
151,71,28,23
151,71,27,23
151,70,26,27
149,69,28,25
148,70,24,25
150,69,22,26
148,69,23,24
147,73,22,20
146,72,19,24
144,71,21,23
143,72,21,22
142,73,22,19
142,70,19,22
140,70,21,25
139,70,20,24
138,71,20,20
134,72,22,21
136,72,20,22
136,71,19,22
135,70,18,24
135,68,17,25
135,70,17,24
132,68,19,22
135,71,14,20
132,71,15,21
131,69,18,23
131,69,16,23
130,68,18,24
130,70,15,22
128,68,19,26
128,68,17,26
127,65,18,29
126,67,17,26
126,68,15,26
126,66,17,28
126,68,15,27
125,65,17,28
124,68,15,25
122,69,15,25
120,70,18,22
118,68,17,28
119,70,15,23
114,70,17,25
112,68,19,26
112,69,19,27
111,69,17,26
110,69,17,25
108,70,17,24
105,69,20,26
105,71,17,26
104,71,18,26
103,71,17,26
102,71,18,26
101,72,19,26
100,71,17,25
100,72,19,24
99,72,19,25
100,72,19,26
100,72,19,25
98,70,20,27
98,71,21,25
100,70,20,25
97,70,23,26
99,71,21,24
99,70,21,26
100,69,19,25
100,68,20,27
99,69,22,25
99,69,21,25
101,67,20,26
100,69,22,23
101,68,21,25
102,68,19,24
101,68,21,25
100,69,22,23
102,68,21,22
101,69,21,22
101,66,22,24
103,68,22,24
103,67,22,24
103,67,22,24
101,66,24,25
101,66,25,25
102,65,25,25
102,65,25,25
101,63,26,26
102,65,25,26
100,63,23,26
98,65,24,24
97,64,25,25
96,65,22,24
93,63,24,25
91,64,25,25
91,62,23,27
89,63,24,25
87,64,23,24
86,62,24,24
84,65,23,22
83,62,24,23
81,61,24,25
80,62,25,24
81,60,23,25
80,61,25,24
81,62,23,22
81,59,23,25
81,59,23,24
81,58,25,24
83,56,24,26
84,57,24,25
84,55,25,25
83,54,27,26
87,54,23,25
85,54,24,25
86,53,23,23
86,54,22,23
85,53,24,24
84,52,25,25
82,52,24,25
81,51,24,25
80,51,24,26
77,49,26,26
74,50,26,24
74,50,24,25
70,47,24,28
68,47,26,25
67,49,25,25
64,46,26,27
63,48,26,24
61,47,25,25
59,46,25,26
57,47,26,23
56,45,26,26
54,45,27,26
51,45,26,26
49,44,27,27
48,44,27,26
47,44,26,26
46,44,27,25
43,43,28,26
42,42,28,27
43,43,25,26
42,43,26,26
42,42,26,28
43,42,26,27
46,42,27,25
48,42,27,25
49,42,29,25
51,40,29,27
53,41,27,26
57,41,26,25
58,41,29,25
61,40,27,26
64,39,25,28
66,38,25,28
66,38,27,27
67,38,27,26
68,38,27,26
70,37,25,26
69,36,27,28
67,36,27,27
63,37,29,27
62,36,29,27
60,35,29,29
57,37,28,27
53,38,28,26
53,37,25,26
49,37,28,26
47,36,27,26
43,36,28,27
41,36,28,29
41,37,28,27
42,37,26,27
41,37,27,27
41,36,28,27
46,38,27,26
46,37,29,26
51,37,27,26
53,36,31,26
54,34,30,28
57,35,29,26
59,35,27,26
64,34,26,27
65,34,28,26
68,34,27,27
70,34,27,26
71,32,29,27
70,32,30,27
73,33,27,26
71,30,29,28
73,32,28,26
73,32,28,27
74,31,27,27
73,31,30,28
75,32,29,27
73,31,28,27
73,31,27,27
72,32,27,26
71,31,28,26
71,32,26,24
68,30,28,27
66,31,28,26
68,30,26,26
66,31,28,25
66,31,26,26
63,30,28,26
63,31,28,24
63,30,28,25
61,30,27,26
61,29,27,27
61,30,26,26
58,28,28,27
59,29,27,25
58,30,27,26
54,29,30,26
54,29,28,26
54,30,28,25
53,29,28,26
52,31,28,24
51,27,28,27
49,27,28,28
50,28,27,27
48,29,28,26
47,29,28,25
46,29,27,25
45,28,28,27
45,29,27,26
44,28,28,26
43,28,28,25
42,28,28,26
40,28,30,25
40,28,30,25
41,27,29,26
40,27,29,26
43,27,29,26
43,27,28,25
44,26,28,27
45,26,27,26
44,27,29,26
47,26,27,27
46,25,29,27
47,26,29,26
47,25,30,26
47,25,30,28
50,25,28,26
49,24,29,26
49,24,30,27
50,24,30,27
52,25,28,25
54,25,26,26
52,24,30,27
53,25,29,26
55,25,28,26
55,25,28,26
55,24,30,27
57,26,27,24
56,25,29,24
58,25,28,26
57,24,29,27
57,25,30,26
59,25,28,26
58,26,30,25
57,26,29,25
55,25,31,27
56,26,29,27
54,25,29,29
55,28,28,25
54,28,29,27
53,28,30,27
52,27,32,28
51,29,30,25
53,29,27,26
49,30,31,25
50,30,29,26
50,30,27,26
49,31,29,26
48,31,28,27
47,33,29,25
46,32,31,26
45,31,31,28
47,32,28,26
44,33,30,26
44,34,29,26
41,34,32,27
44,34,28,26
43,35,29,27
42,36,29,25
41,35,30,27
42,37,29,26
41,36,29,27
39,37,29,26
40,38,29,25
39,37,30,28
37,38,31,27
38,39,29,26
37,39,29,26
36,40,29,25
34,40,31,27
36,40,29,27
34,41,31,26
33,40,30,27
32,41,31,26
32,41,32,27
31,41,33,26
31,42,32,26
31,42,32,27
31,41,31,28
33,42,32,27
33,43,31,25
35,43,30,26
35,43,30,26
37,44,29,25
39,44,29,27
40,45,31,26
42,46,29,25
43,45,31,25
45,46,29,26
46,46,29,27
46,46,31,26
47,46,31,26
50,47,30,26
52,48,29,25
50,48,32,25
52,48,31,26
54,48,30,26
54,49,30,26
55,49,31,26
